No.,Subject,Group,Section,Review,Sentiment,Score,Sentiment_Score
461,WIC3007,1,C - C1,Hoping Spectrum submission link to open earlier,neutral,0.514413178,3
462,WIC3007,1,C - C1,Overall is good.,positive,0.767792523,4
463,WIC3009,1,A - A1,"Lecture contents are good. Good exposure in using parallelization to design program. Hoping for physical labs and discussions, compare serial and parallel programs",positive,0.822055101,5
464,WIC3009,1,B - B1,"Use different delivery method and approach as the subject is very technical :( . Improve the delivery for concepts in Chapter 2 and 3, and parallelization techniques",positive,0.727268755,4
465,WID3007,1,A - A1,would be nice for more explanation on fuzzy transitivity,positive,0.935059309,5
466,WID3007,1,A - A1,Good,positive,0.747274876,4
467,WID3007,1,A - A1,Good,positive,0.747274876,4
468,WID3007,1,B - B1,Good,positive,0.747274876,4
469,WID3007,1,B - B1,Good,positive,0.747274876,4
470,WID3007,1,C - C1,Good,positive,0.747274876,4
471,WID3007,1,C - C1,Good,positive,0.747274876,4
472,WID3007,2,A - A1,gud,positive,0.66110009,4
473,WID3007,2,B - B1,gud,positive,0.66110009,4
474,WID3007,2,B - B1,more physical sessions are held instead of recording.,positive,0.63865304,4
475,WID3007,2,B - B1,"Dr is very attentive to students always asking us if we got any question or need clarification on any lectured materials. As for the group project, he also provide useful feedback to improve it.",positive,0.816824913,5
476,WID3007,2,C - C1,gud,positive,0.66110009,4
477,WID3008,1,A - A1,The workload is just right and not overburdening. Would love to have more hands on technical tasks.,negative,0.351231366,2
478,WID3008,1,A - A1,"Course learning process was very interactive and allowed me to collaborate with my other coursemates. Course was informative and engaging, providing me with the exposure and experiences needed.",positive,0.72341764,4
479,WID3008,1,A - A1,The curriculum structure is well arranged. Creative and immersive learning methods enabled an interactive and mutual learning session. Very beneficial and inspiring from a young Dr.,positive,0.921527088,5
480,WID3008,1,A - A1,"Praise note: Dr excels aligning course with program objectives, fostering critical thinking, functional skills, and interpersonal development. Highly commendable!",positive,0.904120624,5
481,WID3008,1,B - B1,"the course tries to teach everything about image processing in 14 weeks, from the basics to the very intricate details of each topic. this makes students confused when a lot of content could be skip",positive,0.838067412,5
482,WID3008,1,B - B1,"The lecturer does not know how to teach, only read the slide, did not provide detail explanation",negative,0.05476249,1
483,WID3008,1,B - B1,More collaborative group work can be introduced. I sincerely enjoyed the collaborative group work introduced during the learning process. It was a great opportunity to apply and revise on my skills.,positive,0.645241857,4
484,WID3008,1,B - B1,Dr Nurul is knowledgeable and responsible. Once I reached the class 20 minutes earlier she was already there and cared to patiently enlighten me on my mistakes in mid-term exams. True professionalism.,negative,0.182400256,1
485,WID3008,1,B - B1,"Praise note: Dr ensures clear understanding, promotes interactive learning, and provides valuable feedback. Exceptional teaching that encourages engagement and comprehension!",positive,0.801171839,5
486,WID3008,1,B - B1,"Overall very good, enjoyed the classes and the lecturer is patient and willing to help by explaining the concepts and prepare us for assignments and exams.",positive,0.753798664,4
487,WID3008,1,B - B1,"I prefer a more natural way of explaining, maybe go through calculation together or explain in a way easy to understand (formal term can put in slide/refer book)",positive,0.896189988,5
488,WID3008,2,A - A1,gud,positive,0.66110009,4
489,WID3008,2,A - A1,Good,positive,0.747274876,4
490,WID3008,2,A - A1,Good,positive,0.747274876,4
491,WID3008,2,A - A1,"The research reading is eye-opening, from the presentation by the other teams, I get an overview of many methodologies.",neutral,0.551234543,3
492,WID3008,2,A - A1,confidence,positive,0.66110009,4
493,WID3008,2,B - B1,gud,positive,0.66110009,4
494,WID3008,2,B - B1,Good,positive,0.747274876,4
495,WID3008,2,B - B1,The slide provided does not have a lot of information and making us to not understand the topic. She always tells us to refer to the reference book. If that's the case why do we need lecturer?,negative,0.093531378,1
496,WID3008,2,B - B1,Good,positive,0.747274876,4
497,WID3008,2,B - B1,confidence,positive,0.66110009,4
498,WID3008,2,C - C1,gud,positive,0.66110009,4
499,WID3008,2,C - C1,Good,positive,0.747274876,4
500,WID3008,2,C - C1,Good,positive,0.747274876,4
501,WID3008,2,C - C1,confidence,positive,0.66110009,4
502,WID3009,1,A - A1,Good,positive,0.747274876,4
503,WID3009,1,A - A1,Good,positive,0.747274876,4
504,WID3009,1,B - B1,Good.,positive,0.747274876,4
505,WID3009,1,B - B1,Good,positive,0.747274876,4
506,WID3009,1,C - C1,Good,positive,0.747274876,4
507,WID3009,1,C - C1,Good,positive,0.747274876,4
508,WID3009,2,A - A1,Dr's teaching materials are very helpful for the topics taught especially the tutorials give real life application for the topics which are very useful to help students understand the concept.,positive,0.8680529,5
509,WID3009,2,B - B1,slides could be improved for more descriptions and less about covering everything in the textbook,positive,0.678876758,4
510,WID3009,2,B - B1,"Dr. Liew is a knowledgable educator who cares about his students' learning and well-being. I once expressed a concern about exam schedule clashing, he even did a follow-up afterwardsóa caring Dr.",positive,0.806091249,5
511,WID3011,1RL,C - C1,"LAZY ASS, PLEASE NEXT SEMESTER DO NOT HIRE THIS LAZY BASTARD.",negative,0.212505594,2
512,WID3014,1,A - A1,"Great Teacher, Great Course",positive,0.908593953,5
513,WID3014,1,B - B1,"He neglected to provide feedback on assignments, demonstrated unfairness in grading, and denied opportunities for improvement despite the absence of timely feedback on the assignments.",neutral,0.529799521,3
514,WIE3001,1,A - A1,Best Dr ever,positive,0.711454391,4
515,WIE3001,1,A - A1,Ada hands-on implementation atau lab yang boleh aplikasikan pembelajaran dengan software yang dipelajari.,positive,0.686520338,4
516,WIE3001,1,C - C1,Make more lecturer like Dr liyana,positive,0.639450073,4
517,WIE3007,1,A - A1,"Assignment requirements isn't stated clearly and was not final, the lecturer add requirements for the assignment almost every week which was unfair for those students who started early.",negative,0.083198816,5
518,WIE3007,1,A - A1,JUST FIRE HIM HE IS USING CHATGPT AND NOT REPLYING TO STUDENTS QUESTIONS. HE DIDNT SET CLEAR CRITERIA FOR ASSGNMENT AND KEEP ON ADDING REQUIREMENTS UNTIL WEEK 14. HIS COURSE IS SO WERIRDLY STURCTURED.,negative,0.204522312,2
519,WIE3007,1,A - A1,critical thinking and creativity and problem solving skills are well cultivated as we have to solve the unnecessary problems brought by this lecturer,neutral,0.485785902,3
520,WIE3007,1,A - A1,"I prefer the lecturer for not generating all his lecture slides, tutorial questions and sample answers, assignments, exams, and even replies to his students using ChatGPT.",negative,0.361857057,2
521,WIE3007,1,A - A1,the course is informative but lack of good resources,neutral,0.558537841,3
522,WIE3007,1,A - A1,-,positive,0.66110009,4
523,WIE3007,1,A - A1,I would strongly suggest a more organized teaching for better understanding.,positive,0.739444673,4
524,WIE3007,1,A - A1,"Lecturer doesn't have clear rubric on the assignment criteria at the early stage, keep adding on new requirement along the way, which increases alot of burden to students.",negative,0.233136758,2
525,WIE3007,1,A - A1,The course content is fine perhaps the delivery of it might come as not what expected.,positive,0.700289786,4
526,WIE3007,1,B - B1,Feedback from the lecturer can sometimes be unclear and not direct enough. There are certain times when the question asked is not being properly answered.,negative,0.029754622,1
527,WIE3007,1,B - B1,FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FIRE HIM FI,negative,0.000366604,1
528,WIE3007,1,B - B1,the lecturer does not use generative AI tools to respond to my questions. The responds are robotic and flagged by AI detector. It is very hard for me to not suspect he used ChatGPT to reply me.,negative,0.014584311,1
529,WIE3007,1,B - B1,The lecturer is unmotivated in providing insightful feedback. Hope the lecturer can provide more feedback with his domain expertise and less using chatGPT to answer questions and preparing resources.,positive,0.784555912,4
530,WIE3007,1,B - B1,-,positive,0.66110009,4
531,WIE3007,1,B - B1,"It's better if the lecturer could take note of students opinions when the assignment is confusing and overburdening. Also, our questions are not really answered even when we try to get clarification.",negative,0.196143761,1
532,WIE3007,1,B - B1,some content were not being delivered clearly and we students can't have a clear understanding for certain subjects. We tried approaching Dr for more detailed clarification but wasnt being answered,negative,0.098976605,1
533,WIE3007,1,B - B1,Lecturer has poor verbal pronunciation and inpatient to students' questions. Lecturer should verify the information attained from ChatGPT before giving students the information.,negative,0.302195936,2
534,WIE3007,1,B - B1,I have hard time learning with Prof Teh,neutral,0.5064978,3
535,WIE3007,1,B - B1,"Prof Teh asked us to deliver additional requirements for our group project on the last minute, and not structured",negative,0.262944669,2
536,WIE3007,1,B - B1,"The lecturer should not answer student's questions using chatbot (chatgpt). Assignment requirements and instructions should be listed well, with no sudden addition of new requirements.",positive,0.612638652,4
537,WIE3007,1,C - C1,Dr please give a more clear articulation when you teach the subject,positive,0.815265,5
538,WIE3007,1,C - C1,RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETIRE RETI,positive,0.694760084,4
539,WIE3007,1,C - C1,-,positive,0.66110009,4
540,WIE3007,1,C - C1,"Files in Spectrum are so messy and poorly organized, difficult for us to find files.",negative,0.355380088,2
541,WIE3007,2,A - A1,"Cons: Too much theory compared to hands-on, and then lecturer demanded more hands-on results from the students when there was no guidance on hands-on from the lecturer's side.",negative,0.297521889,2
542,WIE3007,2,A - A1,assignment question need to more clear,positive,0.619715035,4
543,WIE3007,2,A - A1,the lecturer should have clear enunciation and make sure students understand the learning materials.,positive,0.824639857,5
544,WIE3007,2,A - A1,"Instead of focusing on theory and read few slides in class, i would appreciate if we could jump on practical or use cases especially related to star schema.",positive,0.766812503,4
545,WIE3007,2,A - A1,please make this course more interactive in the sense that we can learn and demo the software in class so we can discuss with dr and ask him questions on them.,positive,0.923955798,5
546,WIE3007,2,A - A1,Mengaitkan silibus pembelajaran dengan situasi dan keperluan industri semasa.,positive,0.680028915,4
547,WIE3007,2,B - B1,"Cons: Too much talks from lecturer, not much hands-on demonstration. All questions from students are answered using AI, which can be done by students ourselves. Unreasonable assessment requirements",negative,0.312506139,2
548,WIE3007,2,B - B1,"the lecturer could answer the queries sincerely but not copy-paste the answer from GPT. Besides, he should give a clear and constant rubric for assignments, and not change the rubric halfway.",negative,0.215857461,2
549,WIE3007,2,B - B1,"the feedback given is not clear, and not answer the question",negative,0.085141122,1
550,WIE3007,2,B - B1,"The teachings are delivered clearly and coherently, at a good pace. The lecturer should not give too much emphasis on grades and must speak clearly in class.",negative,0.41901359,2
551,WIE3007,2,B - B1,"For assignment, the requirement keeps on changing, and we had a hard time accomodating to it",neutral,0.590331316,4
552,WIE3007,2,B - B1,learning can be improved if dr could explain and teach the software instead of asking us to incorporate them for assignments,positive,0.785831809,4
553,WIE3007,2,B - B1,Pengajaran perlu lebih komprehensif dan menggalakkan pelajar untuk berkongsi pandangan. Jawapan yang diinginkan juga perlu diberikan seperti skema sebagai panduan kepada pelajar.,positive,0.621704996,4
554,WIE3007,2,C - C1,"Faculty has to ensure that necessary softwares are available for students to use. Keep up to date with softwares' updates. Make full use of computers in the lab, they are not for decorations.",negative,0.231672257,2
555,WIE3007,2,C - C1,no,positive,0.614511788,4
556,WIE3007,2,C - C1,It would be better if the course material in spectrum is organised according to week/topic instead of dumping everything at one place.,positive,0.732494056,4
557,WIE3007,2,C - C1,Silibus yang diajar perlu seiring dengan yang juga diajar dengan yang berada di dalam talian.,positive,0.701981008,4
558,WIE3008,1,A - A1,Need more hands-on demonstration from lecturer. Also need more necessary guidance on using softwares which mostly used in real-world industry e.g. Power BI,neutral,0.578722596,3
559,WIE3008,1,A - A1,Lecturer can have clearer assessment schedule.,neutral,0.512541234,3
560,WIE3008,1,A - A1,Pengisian yang lebih teratur dengan jadual pembelajaran yang lebih menyeluruh dan menepati keperluan semasa.,neutral,0.599291503,3
561,WIE3008,1,B - B1,Pengajaran lebih interaktif dan komited dalam pembelajaran.,positive,0.676287889,4
562,WIE3008,1,C - C1,Silibus yang diajarkan perlu diberikan rujukan.,positive,0.668738067,4
563,WIE3008,2,A - A1,This course content overlaps with other courses and should refer to the course structure of the top universities in another country like NUS and NTU in Singapore.,positive,0.832736909,5
564,WIE3008,2,A - A1,SS,positive,0.66110009,4
565,WIE3008,2,A - A1,"this course has many similarities with data mining course especially when talking about data warehousing, and the content of the course is too general, less technical.",positive,0.657167077,4
566,WIE3008,2,A - A1,"The course content overlap with data mining subject, would be great if it introduce new stuffs related to business analytics and how to tackle data problem in business scenario",positive,0.979364157,5
567,WIE3008,2,A - A1,"it would be great if dr yana could give us the slides before class starts, I want to take notes while dr teaches TT",neutral,0.579641998,3
568,WIE3008,2,B - B1,The whole course content is revised and follows other top university courses,positive,0.782079279,4
569,WIE3008,2,B - B1,"learning process is good overall but hope we can learn more technical and practical skills from the invited speakers, not just the theory.",neutral,0.53371197,3
570,WIE3008,2,B - B1,Dr Liyana is the best lecturer because she always gives us food!! Tq Dr Liyana comel!,positive,0.766632557,4
571,WIE3008,2,B - B1,"The assignment was given last minute, though it is doable and understandable due to the circumstances, it would be better if students were given assignment earlier and longer time to prepare",negative,0.105600767,1
572,WIE3008,2,C - C1,"The usage of google classroom makes it a bit hard to alternate between spectrum and google classroom. Though its not a big deal, it would be better if all subject material is in spectrum only",negative,0.139587909,1
573,WIE3008,2,C - C1,S,positive,0.689967752,4
574,WIE3010,1,A - A1,"The theory part is fun but would be better if during practical, theory is emphasized also",positive,0.732500732,4
575,WIE3010,1,A - A1,the course is well designed but SAS software is a bit pointless to be learnt,positive,0.650560915,4
576,WIE3010,1,A - A1,-,positive,0.66110009,4
577,WIE3010,1,B - B1,-,positive,0.66110009,4
578,WIE3010,1,C - C1,-,positive,0.66110009,4
579,WIE3010,1M,A - A1,N/A,positive,0.672459662,4
580,WIE3010,1M,B - B1,N/A,positive,0.672459662,4
581,WIE3010,1M,C - C1,N/A,positive,0.672459662,4
582,WIE3010,2,A - A1,It would be great if dr kasturi could inform us of the information for the quizzes a week earlier instead of a week earlier or a few days earlier.,positive,0.828190267,5
583,WIE3010,2,A - A1,Lecturer delivered content effectively and attractively.,positive,0.631871581,4
584,WIE3010,2,A - A1,I am grateful for this course! Thank you for the knowledge!,positive,0.888362288,4
585,WIE3010,2,B - B1,tutorial or assignment submissions are not made public for others to see.,neutral,0.471743196,3
586,WIE3010,2,C - C1,Can provide learning materials earlier before the lecture day.,positive,0.698911786,4
587,WIF3005,1,A - A1,-,positive,0.66110009,4
588,WIF3005,1,A - A1,"Overall ok, just that some of the progress checking marking scheme is quite weird",positive,0.893330455,5
589,WIF3005,1,B - B1,-,positive,0.66110009,4
590,WIF3005,1,C - C1,-,positive,0.66110009,4
591,WIF3005,2,A - A1,The current teaching and assessment schedule should follow the schedule outlined in the Course Information document. Changes were made suddenly and were not documented properly (lecture & assessments),positive,0.664042294,4
592,WIF3005,2,A - A1,-,positive,0.66110009,4
593,WIF3005,2,B - B1,the lecture notes are simplified and showcases more real-life applications.,positive,0.727253437,4
594,WIF3005,2,B - B1,-,positive,0.66110009,4
595,WIF3005,2,C - C1,-,positive,0.66110009,4
596,WIF3005,2,C - C1,-,positive,0.66110009,4
597,WIF3005,3,A - A1,The contents of the course are updated with current industry's applications and examples. Specifying which principles and approaches are currently used in the industry and leave out what is outdated.,positive,0.837234914,5
598,WIF3005,3,B - B1,"Leave out the outdated principles and approaches. There are too many concepts to grasp on, and some concepts are outdated and should not be emphasized as much. Add examples.",negative,0.287542164,2
599,WIF3005,3,C - C1,"If the book referenced for the course is available in the library. Currently, it is not.",neutral,0.453677803,3
600,WIF3006,2,A - A1,Qui qui expedita dicta rerum deserunt sit ratione libero error dicta,positive,0.613609552,4
601,WIF3006,2,A - A1,-,positive,0.66110009,4
602,WIF3006,2,B - B1,Vel minima non rerum voluptatem facere mollitia atque id ex amet saepe tempor earum ea magnam reprehenderit,neutral,0.538417041,3
603,WIF3006,2,B - B1,-,positive,0.66110009,4
604,WIF3006,2,C - C1,-,positive,0.66110009,4
605,WIF3006,3,A - A1,-,positive,0.66110009,4
606,WIF3006,3,B - B1,-,positive,0.66110009,4
607,WIF3006,3,C - C1,-,positive,0.66110009,4
608,WIF3006,3,C - C1,-,positive,0.66110009,4
609,WIF3007,1,C - C1,wasting a lot of time doing things that is not related to study or really mastering Design Pattern.,negative,0.303913951,2
610,WIF3007,2,B - B1,Too hectic,neutral,0.586651862,3
611,WIF3007,2,C - C1,Too hectic,neutral,0.586651862,3
612,WIF3007,3,A - A1,-,positive,0.66110009,4
613,WIF3007,3,A - A1,-,positive,0.66110009,4
614,WIF3007,3,B - B1,-,positive,0.66110009,4
615,WIF3007,3,B - B1,-,positive,0.66110009,4
616,WIF3007,3,B - B1,Very Clear and Useful Lecture,positive,0.667078495,4
617,WIF3007,3,C - C1,-,positive,0.66110009,4
618,WIF3007,3,C - C1,-,positive,0.66110009,4
619,WIF3008,3,B - B1,dr would explain something and then not follow it like saying you can do the project this way and then says its wrong or unimpressive.,neutral,0.56102109,3
620,WIG3008,1,B - B1,The lecturer not skip the classes,negative,0.337245166,2
621,WIH3003,1,A - A1,Include AWS and give a chance for students to go for AWS certification exam,positive,0.742147148,4
622,WIH3003,1,A - A1,"HE IS GOOOD , PLEASE KEEP HIM AND GIVE HIM MORE MODULES TO TEACH HE IS SAVING THIS MAJOR FOR GOD SAKE. ALL OTHER LECTURERS ARE BULSHHIT. ID PAY HIM MORE",positive,0.628881514,4
623,WIH3003,1,A - A1,"the course is good but sometimes too advanced to be handled by normal devices such as installing and running virtual machine, big data software. But overall the course structure is knowledgeable.",neutral,0.54420948,3
624,WIH3003,1,A - A1,"The pace of the course was quite fast, but the class is still fun regardless",negative,0.282239288,2
625,WIH3003,1,A - A1,"Dr Riyaz made the content delivery manageable, understandable and creative. Thank you!",positive,0.89129746,5
626,WIH3003,1,B - B1,Include AWS in the course content will be better if possible,positive,0.879403114,5
627,WIH3003,1,B - B1,"HE IS GOOOD , PLEASE KEEP HIM AND GIVE HIM MORE MODULES TO TEACH HE IS SAVING THIS MAJOR FOR GOD SAKE. ALL OTHER LECTURERS ARE BULSHHIT. ID PAY HIM MORE",positive,0.628881514,4
628,WIH3003,1,B - B1,the lecturer is nice to provide feedbacks to any kind of questions.,positive,0.832288027,5
629,WIH3003,1,B - B1,Learning process can be improved if the lecturer speaks clearly and does not teach too fast. Sometimes the classes are incomprehensible and always makes students pressured into keeping up.,negative,0.087950148,5
630,WIH3003,1,C - C1,"HE IS GOOOD , PLEASE KEEP HIM AND GIVE HIM MORE MODULES TO TEACH HE IS SAVING THIS MAJOR FOR GOD SAKE. ALL OTHER LECTURERS ARE BULSHHIT. ID PAY HIM MORE",positive,0.628881514,4
631,WIX1001,1,A - A1,-,positive,0.66110009,4
632,WIX1001,1,A - A1,-,positive,0.66110009,4
633,WIX1001,1,B - B1,-,positive,0.66110009,4
634,WIX1001,1,B - B1,-,positive,0.66110009,4
635,WIX1001,1,B - B1,Lecturer never reply my email,neutral,0.47521475,3
636,WIX1001,1,B - B1,DR ERMA IS HELPFUL IN ALL WAY THANK YOU,positive,0.801963866,4
637,WIX1001,1,C - C1,-,positive,0.66110009,4
638,WIX1001,1,C - C1,-,positive,0.66110009,4
639,WIX1001,2,A - A1,-,positive,0.66110009,4
640,WIX1001,2,B - B1,Online recording not that efficient,negative,0.351681143,2
641,WIX1001,2,B - B1,-,positive,0.66110009,4
642,WIX1001,2,C - C1,-,positive,0.66110009,4
643,WIX1001,3,A - A1,Please have a quiz in subjective form rather than giving MCQ and multiple answers that demotivate the students to be interested in this course.,neutral,0.592915773,3
644,WIX1001,3,B - B1,Please give extra worksheets with solutions in spectrum so that it will be better for students to practice their questions.,positive,0.843262434,5
645,WIX1001,3,C - C1,One of the best teacher i have ever had in my life .,neutral,0.454527885,3
646,WIX1001,4,A - A1,Can the quizzes done in spectrum exam does not have time limit for each questions?,negative,0.281906486,2
647,WIX1001,4,A - A1,-,positive,0.66110009,4
648,WIX1001,4,B - B1,-,positive,0.66110009,4
649,WIX1001,4,C - C1,-,positive,0.66110009,4
650,WIX1001,5,B - B1,"Lecture slides should be available prior to lectures, by atleast a week so students have time to go thru the slides before attending lectures",neutral,0.467411608,3
651,WIX1001,10,A - A1,Teachers interact with us more,positive,0.748570919,4
652,WIX1001,10,C - C1,reduce the pressure of homework,positive,0.633871853,4
653,WIX1001,3,A - A1,Please have a quiz in subjective form rather than giving MCQ and multiple answers that demotivate the students to be interested in this course.,neutral,0.592915773,3
654,WIX1001,3,B - B1,Please give extra worksheets with solutions in spectrum so that it will be better for students to practice their questions.,positive,0.843262434,5
655,WIX1001,7,A - A1,"Provide more time for students to answer each question during test not everyone can think fast , student will easily panicking and answer wrongly.",neutral,0.586049318,3
656,WIX1001,7,A - A1,ALL GOOD,positive,0.814326346,5
657,WIX1001,7,A - A1,maintain online class,neutral,0.587921381,3
658,WIX1001,7,A - A1,no,positive,0.614511788,4
659,WIX1001,7,A - A1,-,positive,0.66110009,4
660,WIX1001,7,A - A1,-,positive,0.66110009,4
661,WIX1001,7,B - B1,-,positive,0.66110009,4
662,WIX1001,7,B - B1,ALL GOOD,positive,0.814326346,5
663,WIX1001,7,B - B1,maintain online class,neutral,0.587921381,3
664,WIX1001,7,B - B1,no,positive,0.614511788,4
665,WIX1001,7,B - B1,-,positive,0.66110009,4
666,WIX1001,7,C - C1,Provide more materials such as more questions with answers so student will know how to answer the questions during exam,positive,0.743711889,4
667,WIX1001,7,C - C1,ALL GOOD,positive,0.814326346,5
668,WIX1001,7,C - C1,maintain online class,neutral,0.587921381,4
669,WIX1001,7,C - C1,no,positive,0.614511788,4
670,WIX1001,7,C - C1,-,positive,0.66110009,4
671,WIX1001,7,C - C1,-,positive,0.66110009,4
672,WIX1001,10,A - A1,reduce our pressure of examination,positive,0.705752909,4
673,WIX1001,10,C - C1,The teacher can give us feedback in time,positive,0.749162197,4
674,WIX1001,2,A - A1,-,positive,0.66110009,4
675,WIX1001,2,B - B1,-,positive,0.66110009,4
676,WIX1001,2,C - C1,"Facilities at faculty always not working and wasted tutorial time, please improve the efficiency of learning equipment at faculty",negative,0.165453285,1
677,WIX1001,2,C - C1,-,positive,0.66110009,4
678,WIX1001,5,A - A1,-,positive,0.66110009,4
679,WIX1001,5,C - C1,I think the lecture slides should be available weeks prior to the lecture,positive,0.749529123,4
680,WIX1001,5,C - C1,-,positive,0.66110009,4
681,WIX1001,6,A - A1,The online quiz system should be altered. I would rather sit in the lecture hall and take the quiz than do it wherever I want but be very limited by the time.,negative,0.387404025,2
682,WIX1001,6,A - A1,"Please provide some office hours, 2-3 hours per week, to inquire about academic related questions, or maybe can hire some TAs. Can set a forum that for students to ask math questions, Dr. reply.",positive,0.8343032,5
683,WIX1001,6,B - B1,"Please provide some office hours, 2-3 hours per week, to inquire about academic related questions, or maybe can hire some TAs.",positive,0.691127241,4
684,WIX1001,6,C - C1,"More practices before midterm exams, with provided correct answers. Dr.Suzan is good, just can shorter the easy one explanation, but lengthen the hard one explanation please.",positive,0.760745108,4
685,WIX1001,6,C - C1,Need power sockets in lecture halls so that students can plug in their laptops during lectures and tests.,negative,0.417627811,2
686,WIX1001,7,A - A1,"Provide more time for students to answer each question during test not everyone can think fast , student will easily panicking and answer wrongly.",neutral,0.586049318,3
687,WIX1001,7,A - A1,ALL GOOD,positive,0.814326346,5
688,WIX1001,7,A - A1,give more notes,positive,0.700184047,4
689,WIX1001,7,A - A1,"I don't know why there are so many theories of this course, I think practical is much more beneficial for our future career to enhance our skills.",negative,0.149769068,1
690,WIX1001,7,A - A1,-,positive,0.66110009,4
691,WIX1001,7,A - A1,-,positive,0.66110009,4
692,WIX1001,7,B - B1,-,positive,0.66110009,4
693,WIX1001,7,B - B1,ALL GOOD,positive,0.814326346,5
694,WIX1001,7,B - B1,give more quizzes,positive,0.697478354,4
695,WIX1001,7,B - B1,"I hope the lecturer can stop reading the slides, no point I going to the class.",negative,0.335152149,2
696,WIX1001,7,C - C1,Provide more materials such as more questions with answers so student will know how to answer the questions during exam,positive,0.743711889,4
697,WIX1001,7,C - C1,ALL GOOD,positive,0.814326346,5
698,WIX1001,7,C - C1,give more online classes,positive,0.680027366,4
699,WIX1001,7,C - C1,"More simulated exam questions should be shared, and their answer as well.",positive,0.794468641,4
700,WIX1001,7,C - C1,no,positive,0.614511788,4
701,WIX1001,7,C - C1,-,positive,0.66110009,4
702,WIX1001,7,C - C1,-,positive,0.66110009,4
703,WIX1001,8,A - A1,"i believe the method of deducting marks for the questions i get wrong in MCQ is irrational, and at least should be announced early on so preperations can be made",positive,0.64381671,4
704,WIX1001,8,A - A1,Doctor should be more friendly and biased towards students. Online classes are not good at all. It need to be improved.,negative,0.248102456,2
705,WIX1001,8,B - B1,More problems should be solved to make the students have more wider knowledge. But Doctor doesnt do it. She teaches something and give diÔ¨Äerent things in Exams.,negative,0.334831446,2
706,WIX1001,8,C - C1,More practical things should be done. Dr need to be involved with the students more not focusing on the good students only.,neutral,0.525795579,3
707,WIX1001,8,C - C1,,positive,0.66110009,4
708,WIX1001,9,A - A1,All good.,positive,0.814326346,5
709,WIX1001,9,A - A1,,positive,0.66110009,4
710,WIX1001,9,A - A1,"more calculation based would be more ""math""",positive,0.677953124,4
711,WIX1001,9,A - A1,"The test for every time it limited the time to do on each section, this makes the time more narrow, or broad for some questions.",positive,0.834622324,5
712,WIX1001,9,A - A1,Please don't give a lot of difficult questions in the test to the students.,neutral,0.555872083,3
713,WIX1001,9,A - A1,-,positive,0.66110009,4
714,WIX1001,9,A - A1,"1. poor content, hard to understand, need update regularly 2. don't put midterm or quiz exam date so close, tough to get prepared 3. tutorials solve should provide from lecturers after the submission",negative,0.132164255,1
715,WIX1001,9,A - A1,Tugasan kursus diperbanyak dalam bentuk video lakonan.,positive,0.705554903,4
716,WIX1001,9,B - B1,All good!,positive,0.814326346,5
717,WIX1001,9,B - B1,,positive,0.66110009,4
718,WIX1001,9,B - B1,"Dr. Susan's accent can be a little hard for us Malaysians, but ok for me",neutral,0.529192448,3
719,WIX1001,9,B - B1,-,positive,0.66110009,4
720,WIX1001,9,B - B1,"1. make tutorial duration one and half hour 2. try to explain each topic by an example (not a draft one, with a clear one please) 3. teach in such a way that we don't have to go YouTube to understand.",negative,0.068683617,4
721,WIX1001,9,B - B1,Pelajar turut dapat berkongsi idea di penghujung kelas.,positive,0.611321092,4
722,WIX1001,9,C - C1,All good!,positive,0.814326346,5
723,WIX1001,9,C - C1,,positive,0.66110009,4
724,WIX1001,9,C - C1,perfect environment actually,positive,0.80097568,5
725,WIX1001,9,C - C1,-,positive,0.66110009,4
726,WIX1001,9,C - C1,1. again use either MS teams of spectrum. 2. lecturer should share the pdf book are follower in course 3. there should be small library with only faculty core courses books in the faculty building.,positive,0.930438399,5
727,WIX1001,9,C - C1,Often face problems with the computer making it difficult for the Professor to efficiently explain the topics because of being unable to write on the screen,negative,0.324032605,2
728,WIX1001,9,C - C1,Memanfaatkan pelbagai kemudahan seperti penggunaan teknologi media massa.,positive,0.726460218,4
729,WIX1001,4,A - A1,his answers are wrong most of the time,neutral,0.523402214,3
730,WIX1001,4,A - A1,-,positive,0.66110009,4
731,WIX1001,4,A - A1,-,positive,0.66110009,4
732,WIX1001,4,B - B1,"The answers can be explained on the board also instead of only explaining it verbally, since it's math and needs clear step by step",negative,0.373744279,2
733,WIX1001,4,B - B1,-,positive,0.66110009,4
734,WIX1001,4,B - B1,-,positive,0.66110009,4
735,WIX1001,4,B - B1,Learning process can be improved by being more interactive and answer students questions by guiding them and not just giving Ô¨Ånal answers,negative,0.334997803,2
736,WIX1001,4,B - B1,"The lecturer knows what he is teaching. When the lecturer is discussing the answers, he does not use mic which makes it harder to hear what he is saying. I don't understand what he is teaching as well",negative,0.038945287,1
737,WIX1001,4,C - C1,too lazy to show the solution,neutral,0.557091534,3
